asin,category_tree_path,category_name,category_level
B0FLF4KHJM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FLF4KHJM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FLF4KHJM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FLF4KHJM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FLF4KHJM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FLF6X6SF,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FLF6X6SF,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FLF6X6SF,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FLF6X6SF,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FLF6X6SF,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DZP84SM6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DZP84SM6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DZP84SM6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DZP84SM6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DZP84SM6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FLF8PMGW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FLF8PMGW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FLF8PMGW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FLF8PMGW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FLF8PMGW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0CDQTSSTR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0CDQTSSTR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0CDQTSSTR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0CDQTSSTR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0CDQTSSTR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0CDQRQRDS,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0CDQRQRDS,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0CDQRQRDS,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0CDQRQRDS,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0CDQRQRDS,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FLF3XRTB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FLF3XRTB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FLF3XRTB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FLF3XRTB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FLF3XRTB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DT1MCQX9,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DT1MCQX9,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DT1MCQX9,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DT1MCQX9,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DT1MCQX9,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DT1LZJK3,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DT1LZJK3,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DT1LZJK3,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DT1LZJK3,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DT1LZJK3,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FSGCYC4S,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FSGCYC4S,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FSGCYC4S,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FSGCYC4S,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FSGCYC4S,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FSG9TTPB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FSG9TTPB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FSG9TTPB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FSG9TTPB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FSG9TTPB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DT1MJP2V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DT1MJP2V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DT1MJP2V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DT1MJP2V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DT1MJP2V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DR2QCKNR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DR2QCKNR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DR2QCKNR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DR2QCKNR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DR2QCKNR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B07YS16M8D,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B07YS16M8D,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B07YS16M8D,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B07YS16M8D,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B07YS16M8D,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DLGTSMM3,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DLGTSMM3,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DLGTSMM3,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DLGTSMM3,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DLGTSMM3,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B086R32BN2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B086R32BN2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B086R32BN2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B086R32BN2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B086R32BN2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B07KGJ3Z8H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B07KGJ3Z8H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B07KGJ3Z8H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B07KGJ3Z8H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B07KGJ3Z8H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B089P1DVTQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B089P1DVTQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B089P1DVTQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B089P1DVTQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B089P1DVTQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B07NPTXDK7,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B07NPTXDK7,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B07NPTXDK7,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B07NPTXDK7,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B07NPTXDK7,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B07Y8K9RGT,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B07Y8K9RGT,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B07Y8K9RGT,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B07Y8K9RGT,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B07Y8K9RGT,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B07NPTCNSG,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B07NPTCNSG,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B07NPTCNSG,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B07NPTCNSG,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B07NPTCNSG,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B087JYYMMV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B087JYYMMV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B087JYYMMV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B087JYYMMV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B087JYYMMV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0834D5RJP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0834D5RJP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0834D5RJP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0834D5RJP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0834D5RJP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0872J6K9K,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0872J6K9K,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0872J6K9K,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0872J6K9K,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0872J6K9K,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B07XQHL645,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B07XQHL645,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B07XQHL645,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B07XQHL645,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B07XQHL645,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B084YRFX5R,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B084YRFX5R,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B084YRFX5R,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B084YRFX5R,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B084YRFX5R,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B087SRTF4X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B087SRTF4X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B087SRTF4X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B087SRTF4X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B087SRTF4X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B08BTKWGVM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B08BTKWGVM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B08BTKWGVM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B08BTKWGVM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B08BTKWGVM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0CLRKYXQH,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0CLRKYXQH,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0CLRKYXQH,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0CLRKYXQH,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0CLRKYXQH,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FLCHZZ5C,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FLCHZZ5C,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FLCHZZ5C,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
